area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,SqftClean,price_per_sqft_new,Availability_Year,Availability_Month,IsOutlier
Super built-up  Area,18-Apr,Epip Zone,1860.0,3.0,2.0,130.0,3,6989.247311827957,1860.0,6989.247311827957,2018,4,0
Super built-up  Area,Ready To Move,Epip Zone,2210.0,3.0,3.0,165.0,3,7466.06334841629,2210.0,7466.06334841629,9999,99,0
Super built-up  Area,Ready To Move,Epip Zone,2710.0,3.0,2.0,177.0,3,6531.365313653137,2710.0,6531.365313653137,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1025.0,2.0,1.0,47.0,3,4585.365853658536,1025.0,4585.365853658536,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1500.0,2.0,1.0,64.5,3,4300.0,1500.0,4300.0,9999,99,0
Built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,60.0,2,5660.377358490566,1060.0,5660.377358490566,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1152.0,2.0,1.0,64.5,2,5598.958333333333,1152.0,5598.958333333333,2018,4,0
Built-up  Area,Ready To Move,Electronic City,770.0,1.0,1.0,36.0,2,4675.324675324675,770.0,4675.324675324675,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,52.0,2,4859.813084112149,1070.0,4859.813084112149,9999,99,0
Built-up  Area,Ready To Move,Electronic City,1025.0,2.0,1.0,46.0,2,4487.804878048781,1025.0,4487.804878048781,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,589.0,1.0,1.0,27.0,1,4584.040747028863,589.0,4584.040747028863,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,910.0,2.0,1.0,40.0,2,4395.604395604396,910.0,4395.604395604396,9999,99,0
Super built-up  Area,17-Jun,Electronic City,1108.0,2.0,1.0,63.0,2,5685.9205776173285,1108.0,5685.9205776173285,2017,6,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,65.0,2,5762.41134751773,1128.0,5762.41134751773,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1800.0,3.0,2.0,95.0,3,5277.777777777777,1800.0,5277.777777777777,9999,99,0
Built-up  Area,18-Apr,Electronic City,630.0,1.0,1.0,34.65,1,5500.0,630.0,5500.0,2018,4,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,63.0,2,5585.106382978724,1128.0,5585.106382978724,2018,4,0
Super built-up  Area,18-Apr,Electronic City,1599.0,3.0,2.0,99.0,3,6191.369606003753,1599.0,6191.369606003753,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,55.0,2,5140.186915887851,1070.0,5140.186915887851,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,940.0,2.0,1.0,41.0,2,4361.702127659574,940.0,4361.702127659574,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,68.75,2,6094.858156028369,1128.0,6094.858156028369,2018,4,0
Super built-up  Area,18-Apr,Electronic City,1342.0,2.0,1.0,73.3,2,5461.997019374068,1342.0,5461.997019374068,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1360.0,2.0,1.0,71.0,3,5220.588235294118,1360.0,5220.588235294118,9999,99,0
Super built-up  Area,18-Dec,Electronic City,1265.0,2.0,0.0,56.93,2,4500.395256916996,1265.0,4500.395256916996,2018,12,0
Super built-up  Area,21-Dec,Electronic City,1691.0,2.0,2.0,102.0,3,6031.933767001774,1691.0,6031.933767001774,2021,12,0
Super built-up  Area,18-Aug,Electronic City,1128.0,2.0,1.0,65.49,2,5805.851063829787,1128.0,5805.851063829787,2018,8,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,56.1,2,5242.990654205608,1070.0,5242.990654205608,9999,99,0
Plot  Area,Ready To Move,Electronic City,2000.0,4.0,0.0,120.0,4,6000.0,2000.0,6000.0,9999,99,0
Built-up  Area,Ready To Move,Electronic City,890.0,2.0,2.0,45.0,2,5056.179775280899,890.0,5056.179775280899,9999,99,0
Super built-up  Area,18-May,Electronic City,1128.0,2.0,1.0,65.65,2,5820.035460992909,1128.0,5820.035460992909,2018,5,0
Built-up  Area,Ready To Move,Electronic City,865.0,2.0,0.0,42.0,2,4855.491329479769,865.0,4855.491329479769,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,910.0,2.0,2.0,42.0,2,4615.384615384615,910.0,4615.384615384615,9999,99,0
Built-up  Area,Ready To Move,Electronic City,1360.0,2.0,1.0,75.0,3,5514.705882352941,1360.0,5514.705882352941,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,770.0,1.0,1.0,40.0,2,5194.805194805195,770.0,5194.805194805195,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1128.0,2.0,1.0,64.0,2,5673.758865248227,1128.0,5673.758865248227,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,54.0,2,5046.728971962617,1070.0,5046.728971962617,9999,99,0
Super built-up  Area,18-Jan,Electronic City,1571.0,3.0,2.0,89.0,3,5665.181413112668,1571.0,5665.1814131126675,2018,1,0
Super built-up  Area,18-Dec,Electronic City,1111.0,3.0,1.0,50.0,3,4500.450045004501,1111.0,4500.450045004501,2018,12,0
Super built-up  Area,Ready To Move,Electronic City,870.0,2.0,1.0,39.5,2,4540.229885057472,870.0,4540.229885057472,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1374.0,2.0,1.0,72.0,3,5240.174672489083,1374.0,5240.174672489083,2018,4,0
Super built-up  Area,18-Aug,Electronic City,1128.0,2.0,1.0,65.35,2,5793.439716312056,1128.0,5793.439716312056,2018,8,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,65.0,2,5762.41134751773,1128.0,5762.41134751773,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,755.0,1.0,1.0,34.0,2,4503.311258278146,755.0,4503.311258278146,9999,99,0
Super built-up  Area,21-Dec,Electronic City,1563.0,3.0,2.0,91.84,3,5875.879718490083,1563.0,5875.879718490083,2021,12,0
Super built-up  Area,Ready To Move,Electronic City,1652.0,3.0,2.0,70.0,3,4237.28813559322,1652.0,4237.28813559322,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1025.0,2.0,1.0,54.5,2,5317.073170731707,1025.0,5317.073170731707,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1350.0,3.0,2.0,58.0,3,4296.2962962962965,1350.0,4296.2962962962965,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1700.0,3.0,2.0,75.0,3,4411.764705882353,1700.0,4411.764705882353,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1128.0,2.0,1.0,68.0,2,6028.368794326241,1128.0,6028.368794326241,9999,99,0
Built-up  Area,Ready To Move,Electronic City,700.0,1.0,1.0,35.0,1,5000.0,700.0,5000.0,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1360.0,2.0,1.0,70.5,3,5183.823529411765,1360.0,5183.823529411765,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1571.0,3.0,2.0,105.0,3,6683.64099299809,1571.0,6683.64099299809,9999,99,0
Built-up  Area,18-Jan,Electronic City,1600.0,3.0,2.0,104.0,3,6500.0,1600.0,6500.0,2018,1,0
Built-up  Area,Ready To Move,Electronic City,1500.0,2.0,1.0,100.0,3,6666.666666666667,1500.0,6666.666666666667,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1152.0,2.0,1.0,65.0,2,5642.361111111111,1152.0,5642.361111111111,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,60.0,2,5607.476635514019,1070.0,5607.476635514019,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,65.5,2,5806.737588652482,1128.0,5806.737588652482,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1200.0,2.0,1.0,59.0,2,4916.666666666667,1200.0,4916.666666666667,9999,99,0
Super built-up  Area,18-Mar,Electronic City,1152.0,2.0,1.0,65.75,2,5707.465277777777,1152.0,5707.465277777777,2018,3,0
Super built-up  Area,18-Feb,Electronic City,1070.0,2.0,1.0,55.0,2,5140.186915887851,1070.0,5140.186915887851,2018,2,0
Super built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,58.0,2,5471.698113207547,1060.0,5471.698113207547,9999,99,0
Super built-up  Area,18-Jul,Electronic City,1025.0,2.0,1.0,54.1,2,5278.048780487805,1025.0,5278.048780487805,2018,7,0
Super built-up  Area,Ready To Move,Electronic City,1500.0,2.0,1.0,78.0,3,5200.0,1500.0,5200.0,9999,99,0
Super built-up  Area,20-Dec,Electronic City,1213.0,2.0,1.0,59.32,2,4890.35449299258,1213.0,4890.35449299258,2020,12,0
Super built-up  Area,Ready To Move,Electronic City,1575.0,3.0,2.0,90.0,3,5714.285714285715,1575.0,5714.285714285715,9999,99,0
Built-up  Area,Ready To Move,Electronic City,435.0,1.0,1.0,19.5,1,4482.758620689655,435.0,4482.758620689655,9999,99,0
Built-up  Area,Ready To Move,Electronic City,1449.0,3.0,2.0,100.0,3,6901.311249137336,1449.0,6901.311249137336,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1125.0,2.0,1.0,58.0,2,5155.555555555556,1125.0,5155.555555555556,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1575.0,3.0,3.0,101.0,3,6412.6984126984125,1575.0,6412.6984126984125,9999,99,0
Built-up  Area,Ready To Move,Electronic City,550.0,1.0,1.0,12.0,1,2181.818181818182,550.0,2181.818181818182,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,919.0,2.0,2.0,40.0,2,4352.557127312296,919.0,4352.557127312296,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1500.0,2.0,1.0,78.25,3,5216.666666666667,1500.0,5216.666666666667,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1363.0,2.0,1.0,79.0,2,5796.038151137197,1363.0,5796.038151137197,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1108.0,2.0,1.0,67.15,2,6060.469314079423,1108.0,6060.469314079423,9999,99,0
Super built-up  Area,18-Aug,Electronic City,1128.0,2.0,1.0,65.7,2,5824.468085106383,1128.0,5824.468085106383,2018,8,0
Built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,51.0,2,4811.320754716981,1060.0,4811.320754716981,9999,99,0
Built-up  Area,18-Apr,Electronic City,1650.0,3.0,2.0,100.0,3,6060.606060606061,1650.0,6060.606060606061,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1025.0,2.0,1.0,49.0,2,4780.487804878048,1025.0,4780.487804878048,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1449.0,3.0,2.0,90.0,3,6211.180124223602,1449.0,6211.180124223602,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,58.0,2,5420.560747663551,1070.0,5420.560747663551,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1210.0,2.0,1.0,54.0,2,4462.809917355372,1210.0,4462.809917355372,9999,99,0
Built-up  Area,18-Apr,Electronic City,1500.0,2.0,1.0,75.0,3,5000.0,1500.0,5000.0,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,52.0,2,4859.813084112149,1070.0,4859.813084112149,9999,99,0
Super built-up  Area,20-Dec,Electronic City,2435.0,4.0,3.0,119.0,4,4887.063655030801,2435.0,4887.063655030801,2020,12,0
Super built-up  Area,Ready To Move,Electronic City,1073.0,2.0,2.0,60.0,2,5591.798695246971,1073.0,5591.798695246971,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1500.0,2.0,1.0,78.0,3,5200.0,1500.0,5200.0,2018,4,0
Super built-up  Area,17-Jun,Electronic City,1070.0,2.0,1.0,47.0,2,4392.523364485981,1070.0,4392.523364485981,2017,6,0
Super built-up  Area,Ready To Move,Electronic City,1296.0,2.0,2.0,65.0,2,5015.432098765432,1296.0,5015.432098765432,9999,99,0
Super built-up  Area,21-Dec,Electronic City,1140.0,2.0,1.0,70.93,2,6221.9298245614045,1140.0,6221.9298245614045,2021,12,0
Super built-up  Area,20-Dec,Electronic City,2093.0,4.0,1.0,104.0,4,4968.944099378882,2093.0,4968.944099378882,2020,12,0
Super built-up  Area,Ready To Move,Electronic City,1025.0,2.0,1.0,53.9,2,5258.536585365854,1025.0,5258.536585365854,9999,99,0
Built-up  Area,Ready To Move,Electronic City,940.0,2.0,1.0,54.0,2,5744.68085106383,940.0,5744.68085106383,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,435.0,1.0,1.0,21.0,1,4827.586206896552,435.0,4827.586206896552,9999,99,0
Super built-up  Area,18-Mar,Electronic City,1500.0,2.0,1.0,77.5,3,5166.666666666667,1500.0,5166.666666666667,2018,3,0
Super built-up  Area,Ready To Move,Electronic City,1631.0,3.0,2.0,80.0,3,4904.9662783568365,1631.0,4904.9662783568365,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1355.0,2.0,1.0,67.0,2,4944.649446494465,1355.0,4944.649446494465,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,435.0,1.0,1.0,22.0,1,5057.471264367816,435.0,5057.471264367816,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1039.0,2.0,1.0,50.0,2,4812.319538017325,1039.0,4812.319538017325,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,770.0,1.0,1.0,39.9,2,5181.818181818182,770.0,5181.818181818182,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,64.0,2,5673.758865248227,1128.0,5673.758865248227,2018,4,0
Super built-up  Area,18-Mar,Electronic City,605.0,1.0,0.0,13.31,1,2200.0,605.0,2200.0,2018,3,0
Super built-up  Area,19-Dec,Electronic City,530.0,1.0,1.0,13.5,1,2547.169811320755,530.0,2547.169811320755,2019,12,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,53.0,2,4953.271028037383,1070.0,4953.271028037383,9999,99,0
Super built-up  Area,17-Oct,Electronic City,1571.0,3.0,2.0,83.0,3,5283.259070655633,1571.0,5283.259070655633,2017,10,0
Super built-up  Area,Ready To Move,Electronic City,1350.0,3.0,2.0,66.0,3,4888.888888888889,1350.0,4888.888888888889,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1652.0,3.0,3.0,110.0,3,6658.595641646489,1652.0,6658.595641646489,9999,99,0
Super built-up  Area,18-Aug,Electronic City,1128.0,2.0,1.0,65.58,2,5813.829787234043,1128.0,5813.829787234043,2018,8,0
Built-up  Area,Ready To Move,Electronic City,635.0,1.0,1.0,28.0,1,4409.4488188976375,635.0,4409.4488188976375,9999,99,0
Super built-up  Area,18-Aug,Electronic City,1128.0,2.0,1.0,65.4,2,5797.8723404255325,1128.0,5797.8723404255325,2018,8,0
Super built-up  Area,18-Apr,Electronic City,1355.0,2.0,1.0,72.9,2,5380.073800738008,1355.0,5380.073800738008,2018,4,0
Built-up  Area,Ready To Move,Electronic City,770.0,1.0,1.0,35.0,2,4545.454545454545,770.0,4545.454545454545,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,865.0,2.0,1.0,40.0,2,4624.277456647399,865.0,4624.277456647399,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1108.0,2.0,1.0,63.0,2,5685.9205776173285,1108.0,5685.9205776173285,9999,99,0
Super built-up  Area,18-Apr,Electronic City,630.0,1.0,1.0,40.5,1,6428.571428571428,630.0,6428.571428571428,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,605.0,1.0,1.0,22.0,1,3636.363636363637,605.0,3636.3636363636365,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,48.0,2,4485.981308411215,1070.0,4485.981308411215,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1360.0,2.0,1.0,70.0,3,5147.058823529412,1360.0,5147.058823529412,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,635.0,1.0,0.0,28.0,1,4409.4488188976375,635.0,4409.4488188976375,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,65.45,2,5802.304964539007,1128.0,5802.304964539007,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,890.0,2.0,1.0,40.0,2,4494.38202247191,890.0,4494.38202247191,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1360.0,2.0,1.0,58.0,3,4264.705882352941,1360.0,4264.705882352941,9999,99,0
Super built-up  Area,18-Aug,Electronic City,630.0,1.0,1.0,33.7,1,5349.20634920635,630.0,5349.20634920635,2018,8,0
Built-up  Area,Ready To Move,Electronic City,1400.0,3.0,1.0,90.0,3,6428.571428571428,1400.0,6428.571428571428,9999,99,0
Built-up  Area,Ready To Move,Electronic City,1287.0,3.0,1.0,55.0,3,4273.504273504273,1287.0,4273.504273504273,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1258.0,2.0,1.0,85.5,2,6796.502384737679,1258.0,6796.502384737679,9999,99,0
Built-up  Area,Ready To Move,Electronic City,1386.0,2.0,1.0,85.0,2,6132.7561327561325,1386.0,6132.7561327561325,9999,99,0
Built-up  Area,Ready To Move,Electronic City,550.0,1.0,1.0,27.0,1,4909.090909090909,550.0,4909.090909090909,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1025.0,2.0,1.0,50.0,2,4878.048780487805,1025.0,4878.048780487805,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,55.0,2,5140.186915887851,1070.0,5140.186915887851,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1342.0,2.0,1.0,72.0,2,5365.126676602086,1342.0,5365.126676602086,2018,4,0
Built-up  Area,Ready To Move,Electronic City,1275.0,3.0,1.0,70.0,3,5490.196078431372,1275.0,5490.196078431372,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,770.0,1.0,1.0,38.0,2,4935.064935064935,770.0,4935.064935064935,9999,99,0
Super built-up  Area,17-Jun,Electronic City,1644.0,3.0,2.0,92.59,3,5631.995133819952,1644.0,5631.995133819952,2017,6,0
Built-up  Area,Ready To Move,Electronic City,1250.0,2.0,1.0,62.0,2,4960.0,1250.0,4960.0,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,418.0,1.0,1.0,12.0,1,2870.813397129187,418.0,2870.813397129187,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,64.8,2,5744.68085106383,1128.0,5744.68085106383,2018,4,0
Built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,55.0,2,5188.679245283019,1060.0,5188.679245283019,9999,99,0
Super built-up  Area,21-Dec,Electronic City,710.0,1.0,1.0,40.42,1,5692.957746478874,710.0,5692.957746478874,2021,12,0
Super built-up  Area,Ready To Move,Electronic City,1275.0,3.0,3.0,63.43,3,4974.901960784314,1275.0,4974.901960784314,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1518.0,3.0,3.0,75.0,3,4940.711462450593,1518.0,4940.711462450593,9999,99,0
Built-up  Area,18-Dec,Electronic City,1090.0,2.0,1.0,31.48,1,2888.0733944954127,1090.0,2888.0733944954127,2018,12,0
Super built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,55.0,2,5188.679245283019,1060.0,5188.679245283019,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1353.0,2.0,3.0,75.0,2,5543.237250554324,1353.0,5543.2372505543235,9999,99,0
Super built-up  Area,18-Jul,Electronic City,1128.0,2.0,1.0,67.0,2,5939.7163120567375,1128.0,5939.7163120567375,2018,7,0
Built-up  Area,17-Jul,Electronic City,1070.0,2.0,1.0,57.0,2,5327.102803738318,1070.0,5327.102803738318,2017,7,0
Built-up  Area,Ready To Move,Electronic City,1700.0,3.0,2.0,90.0,3,5294.117647058823,1700.0,5294.117647058823,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,750.0,1.0,1.0,35.0,1,4666.666666666667,750.0,4666.666666666667,9999,99,0
Built-up  Area,Ready To Move,Electronic City,1210.0,2.0,1.0,55.0,2,4545.454545454545,1210.0,4545.454545454545,9999,99,0
Built-up  Area,17-Jun,Electronic City,1070.0,2.0,1.0,60.0,2,5607.476635514019,1070.0,5607.476635514019,2017,6,0
Super built-up  Area,18-Jul,Electronic City,1615.0,3.0,2.0,97.0,3,6006.1919504643965,1615.0,6006.1919504643965,2018,7,0
Super built-up  Area,Ready To Move,Electronic City,1221.0,2.0,2.0,68.0,2,5569.205569205569,1221.0,5569.205569205569,9999,99,0
Built-up  Area,Ready To Move,Electronic City,1500.0,3.0,1.0,73.0,3,4866.666666666667,1500.0,4866.666666666667,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,995.0,2.0,1.0,48.0,2,4824.120603015075,995.0,4824.120603015075,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1342.0,2.0,1.0,90.0,2,6706.408345752608,1342.0,6706.408345752608,9999,99,0
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,63.5,2,5629.432624113475,1128.0,5629.432624113475,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,589.0,1.0,1.0,29.0,1,4923.599320882852,589.0,4923.599320882852,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1575.0,3.0,1.0,94.5,3,6000.0,1575.0,6000.0,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,1.0,48.0,2,4485.981308411215,1070.0,4485.981308411215,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1025.0,2.0,1.0,54.0,2,5268.292682926829,1025.0,5268.292682926829,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1500.0,2.0,1.0,70.0,3,4666.666666666667,1500.0,4666.666666666667,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1500.0,2.0,1.0,64.5,3,4300.0,1500.0,4300.0,9999,99,0
Super built-up  Area,21-Dec,Electronic City,2093.0,4.0,2.0,134.0,4,6402.293358815098,2093.0,6402.293358815098,2021,12,0
Super built-up  Area,18-Apr,Electronic City,1355.0,2.0,1.0,73.0,2,5387.453874538745,1355.0,5387.453874538745,2018,4,0
Super built-up  Area,Ready To Move,Electronic City,1360.0,2.0,1.0,64.99,3,4778.676470588234,1360.0,4778.676470588234,9999,99,0
Super built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,52.0,2,4905.66037735849,1060.0,4905.66037735849,9999,99,0
Super built-up  Area,19-Dec,Electronic City Phase Ii,1056.0,2.0,1.0,39.07,2,3699.810606060606,1056.0,3699.810606060606,2019,12,0
Super built-up  Area,18-Jul,Electronic City Phase Ii,1020.0,2.0,1.0,30.6,2,3000.0,1020.0,3000.0,2018,7,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,1069.0,2.0,2.0,45.0,2,4209.541627689429,1069.0,4209.541627689429,9999,99,0
Super built-up  Area,18-May,Electronic City Phase Ii,630.0,1.0,1.0,28.35,1,4500.0,630.0,4500.0,2018,5,0
Super built-up  Area,18-Jul,Electronic City Phase Ii,1000.0,2.0,1.0,25.0,2,2500.0,1000.0,2500.0,2018,7,0
Built-up  Area,18-Jul,Electronic City Phase Ii,1090.0,2.0,1.0,28.34,2,2600.0,1090.0,2600.0,2018,7,0
Super built-up  Area,18-Dec,Electronic City Phase Ii,2225.0,4.0,0.0,98.88,4,4444.044943820225,2225.0,4444.044943820225,2018,12,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,775.0,2.0,2.0,38.0,2,4903.225806451613,775.0,4903.225806451613,9999,99,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,1266.0,2.0,2.0,59.0,2,4660.347551342812,1266.0,4660.347551342812,9999,99,0
Super built-up  Area,18-Aug,Electronic City Phase Ii,1000.0,2.0,1.0,28.88,2,2888.0,1000.0,2888.0,2018,8,0
Super built-up  Area,18-Jul,Electronic City Phase Ii,972.0,2.0,1.0,44.0,2,4526.748971193416,972.0,4526.748971193416,2018,7,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,1031.0,2.0,1.0,55.0,2,5334.62657613967,1031.0,5334.62657613967,9999,99,0
Super built-up  Area,18-Apr,Electronic City Phase Ii,1003.0,2.0,1.0,40.6,2,4047.856430707877,1003.0,4047.8564307078764,2018,4,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,1031.0,2.0,1.0,56.35,2,5465.56741028128,1031.0,5465.56741028128,9999,99,0
Super built-up  Area,18-May,Electronic City Phase Ii,1395.0,2.0,1.0,62.78,3,4500.358422939068,1395.0,4500.358422939068,2018,5,0
Built-up  Area,18-Aug,Electronic City Phase Ii,1160.0,2.0,1.0,33.5,2,2887.9310344827586,1160.0,2887.9310344827586,2018,8,0
Super built-up  Area,18-May,Electronic City Phase Ii,1065.0,2.0,1.0,30.75,2,2887.323943661972,1065.0,2887.323943661972,2018,5,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,1219.0,2.0,1.0,61.25,2,5024.610336341263,1219.0,5024.610336341263,9999,99,0
Built-up  Area,18-Aug,Electronic City Phase Ii,1000.0,2.0,1.0,28.88,2,2888.0,1000.0,2888.0,2018,8,0
Built-up  Area,Ready To Move,Electronic City Phase Ii,1790.0,3.0,3.0,100.0,3,5586.592178770949,1790.0,5586.592178770949,9999,99,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,769.0,2.0,1.0,40.0,2,5201.560468140442,769.0,5201.560468140442,9999,99,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,900.0,2.0,2.0,32.5,2,3611.1111111111113,900.0,3611.1111111111113,9999,99,0
Carpet  Area,18-May,Electronic City Phase Ii,993.0,2.0,2.0,50.0,3,5035.246727089628,993.0,5035.246727089628,2018,5,0
Super built-up  Area,18-May,Electronic City Phase Ii,1418.0,3.0,2.0,52.47,3,3700.282087447109,1418.0,3700.2820874471086,2018,5,0
Built-up  Area,Ready To Move,Electronic City Phase Ii,1070.0,2.0,2.0,45.0,2,4205.607476635514,1070.0,4205.607476635514,9999,99,0
Built-up  Area,18-Aug,Electronic City Phase Ii,1140.0,2.0,1.0,33.06,2,2900.0,1140.0,2900.0,2018,8,0
Super built-up  Area,18-Oct,Electronic City Phase Ii,1089.0,2.0,0.0,32.67,2,3000.0,1089.0,3000.0,2018,10,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,1031.0,2.0,1.0,55.0,2,5334.62657613967,1031.0,5334.62657613967,9999,99,0
Built-up  Area,Ready To Move,Electronic City Phase Ii,1253.0,2.0,1.0,65.8,2,5251.3966480446925,1253.0,5251.3966480446925,9999,99,0
Super built-up  Area,18-May,Electronic City Phase Ii,1160.0,2.0,1.0,33.5,2,2887.9310344827586,1160.0,2887.9310344827586,2018,5,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,975.0,2.0,2.0,45.0,3,4615.384615384615,975.0,4615.384615384615,9999,99,0
Plot  Area,18-Mar,Electronic City Phase Ii,6000.0,4.0,0.0,260.0,4,4333.333333333333,6000.0,4333.333333333333,2018,3,0
Super built-up  Area,Ready To Move,Electronic City Phase Ii,1116.0,2.0,2.0,37.0,2,3315.412186379928,1116.0,3315.4121863799282,9999,99,0
Built-up  Area,18-Aug,Electronic City Phase Ii,1125.0,2.0,1.0,29.25,2,2600.0,1125.0,2600.0,2018,8,0
Super built-up  Area,18-May,Electronic City Phase Ii,1000.0,2.0,1.0,28.88,2,2888.0,1000.0,2888.0,2018,5,0
Super built-up  Area,18-Aug,Electronic City Phase Ii,1000.0,2.0,1.0,28.88,2,2888.0,1000.0,2888.0,2018,8,0
Built-up  Area,18-Dec,Electronic City Phase Ii,1000.0,2.0,1.0,28.88,2,2888.0,1000.0,2888.0,2018,12,0
Built-up  Area,18-Jul,Electronic City Phase Ii,1165.0,2.0,1.0,30.29,2,2600.0,1165.0,2600.0,2018,7,0
